template,question,relevant_documents
Tag Combination,How do Security: Cybersecurity and Security: Dissemination interact in AI regulation?,"document_1970, document_1032, document_1997, document_1801, document_2040, document_1383, document_1382, document_1783, document_1802, document_1962, document_987, document_307, document_201, document_194, document_68, document_906, document_768, document_1163, document_855, document_329, document_765, document_763, document_785, document_1377, document_266, document_766, segments_307_78, segments_329_6, segments_763_6, segments_765_7, segments_766_23, segments_768_1, segments_768_15, segments_768_16, segments_768_17, segments_768_22, segments_768_30, segments_785_2, segments_855_3, segments_855_4, segments_855_5, segments_906_6, segments_987_7, segments_987_11, segments_1032_1, segments_1163_16, segments_1377_25, segments_1382_7, segments_1383_8, segments_1801_5, segments_1962_6, segments_1970_11, segments_1970_20"
Tag Combination,How do Tiering: Tiering based on generality and Tiering: Tiering based on planning ability interact in AI regulation?,"document_987, document_757, document_766, segments_757_254, segments_766_14, segments_987_10"
Tag Combination,How do Convening and Security: Dissemination interact in AI regulation?,"document_1554, document_1806, document_1054, document_1970, document_1032, document_1801, document_1383, document_1382, document_1783, document_1802, document_2019, document_987, document_307, document_148, document_201, document_192, document_25, document_68, document_1163, document_772, document_560, document_855, document_329, document_995, document_765, document_763, document_1377, document_766, segments_307_25, segments_307_78, segments_772_9, segments_855_5, segments_1554_4, segments_1806_4, segments_1806_8"
Tag Combination,How do Finance and investment and Reliability interact in AI regulation?,"document_1723, document_1831, document_1099, document_307, document_1376, document_771, document_1303, document_995, document_280, document_1377, document_757, segments_995_12, segments_995_33, segments_1831_3"
Tag Combination,"How do Reliability: Robustness and Violation of civil or human rights, including privacy interact in AI regulation?","document_1396, document_1382, document_1802, document_1803, document_1053, document_307, document_25, document_906, document_771, document_416, document_1297, document_89, document_995, document_1111, document_1377, document_757, document_50, document_1385, document_1387, segments_757_36, segments_906_4, segments_995_12, segments_1111_6, segments_1297_2, segments_1377_4, segments_1385_20, segments_1385_21, segments_1385_26, segments_1387_14, segments_1396_3, segments_1803_7"
Tag Combination,How do Disclosure: In standard form and Evaluation: Impact assessment interact in AI regulation?,"document_1554, document_2097, document_1054, document_637, document_1970, document_1991, document_1829, document_1826, document_1356, document_1396, document_1417, document_1383, document_1382, document_1782, document_1802, document_231, document_302, document_277, document_179, document_178, document_177, document_183, document_1198, document_768, document_1163, document_1376, document_771, document_395, document_604, document_1303, document_1280, document_995, document_765, document_284, document_1377, document_757, document_1387, document_281, segments_757_22, segments_757_45, segments_757_68, segments_771_2, segments_771_3, segments_771_9, segments_771_11, segments_771_13, segments_995_15, segments_995_17, segments_995_22, segments_995_27, segments_995_29, segments_1054_2, segments_1054_4, segments_1303_6, segments_1303_16, segments_1383_2, segments_1554_4, segments_1826_13"
Tag Combination,How do Government: military and public safety and Government: other applications/unspecified interact in AI regulation?,"document_307, document_196, document_226, document_216, document_25, document_69, document_399, document_462, document_471, document_1297, document_757, document_1385, document_1387, segments_462_4, segments_471_6, segments_1387_1, segments_1387_3"
Tag Combination,How do Harm to property and New institution interact in AI regulation?,"document_1356, document_1802, document_2041, document_1163, document_855, document_1303, document_765, document_757"
Tag Combination,How do Detrimental content and Reliability: Robustness interact in AI regulation?,"document_1396, document_1802, document_1053, document_307, document_194, document_771, document_1377, document_757, document_1385, segments_1385_20"
Tag Combination,How do Evaluation: Impact assessment and Tiering: Tiering based on planning ability interact in AI regulation?,"document_1970, document_2040, document_987, document_89, document_280, document_757, document_766, document_281, segments_1970_13"
Tag Combination,How do Government support: For R&D and Pilots and testbeds interact in AI regulation?,"document_2052, document_2097, document_1379, document_1032, document_1396, document_1753, document_1264, document_1099, document_1109, document_307, document_139, document_205, document_194, document_193, document_227, document_25, document_77, document_163, document_75, document_395, document_462, document_1303, document_1202, document_89, document_1377, document_50, document_1385, segments_50_10, segments_307_35, segments_395_3, segments_462_2, segments_462_4, segments_1099_25, segments_1109_4, segments_1202_10, segments_1264_1, segments_1264_2, segments_1303_14, segments_1379_11, segments_1385_8, segments_1385_9, segments_1385_28, segments_1396_6, segments_1753_1, segments_2052_8"
Tag Combination,How do Government support: AI workforce-related and Pilots and testbeds interact in AI regulation?,"document_2052, document_2097, document_1379, document_1996, document_1032, document_1396, document_1815, document_1099, document_523, document_307, document_139, document_143, document_194, document_193, document_5, document_25, document_77, document_76, document_462, document_1303, document_89, document_1377, document_50, document_1385, segments_50_10, segments_307_35, segments_307_36, segments_462_4, segments_524_1, segments_1396_6"
Tag Combination,How do Agriculture and resource extraction and Pilots and testbeds interact in AI regulation?,"document_25, document_77, document_76"
Tag Combination,How do Government support and Harm to property interact in AI regulation?,"document_1802, document_2041, document_1303, document_757, segments_1019_4"
